"StatusAcount1","Duration2","Credithistory3","Purpose4","Creditamount5","Savings6","employment7","Installment8","sex9","debtors10","residence11","Property12","Age13","installment14","Housing15","existingcredits16","Job17","peoplemaintenance18","Telephone19","foreign20","classlabel21"
A13,15,A32,A49,2687,A61,A74,2,male,none,4,lifeInsurance,26,none,rent,1,skilled,1,yes,yes,1
A12,12,A33,television,585,A61,A73,4,male,coApplicant,4,realState,20,none,rent,2,skilled,1,none,yes,1
A14,24,A32,newCar,2255,A65,A72,4,male,none,1,lifeInsurance,54,none,own,1,skilled,1,none,yes,1
A11,6,A34,newCar,609,A61,A74,4,female,none,3,lifeInsurance,37,none,own,2,skilled,1,none,no,1
A11,6,A34,newCar,1361,A61,A72,2,male,none,4,realState,40,none,own,1,unskilled,2,none,no,1
A14,36,A34,furniture,7127,A61,A72,2,female,none,4,lifeInsurance,23,none,rent,2,skilled,1,yes,yes,2
A11,6,A32,newCar,1203,A62,A75,3,male,none,2,lifeInsurance,43,none,own,1,skilled,1,yes,yes,1
A14,6,A34,television,700,A65,A75,4,male,none,4,unknown,36,none,free,2,skilled,1,none,yes,1
A14,24,A34,repairs,5507,A61,A75,3,male,none,4,unknown,44,none,free,2,skilled,1,none,yes,1
A11,18,A32,television,3190,A61,A73,2,female,none,2,realState,24,none,own,1,skilled,1,none,yes,2
A11,48,A30,furniture,7119,A61,A73,3,male,none,4,unknown,53,none,free,2,skilled,2,none,yes,2
A14,24,A32,oldCar,3488,A62,A74,3,female,none,4,car,23,none,own,1,skilled,1,none,yes,1
A12,18,A32,television,1113,A61,A73,4,female,guarantor,4,realState,26,none,own,1,unskilled,2,none,yes,1
A12,26,A32,oldCar,7966,A61,A72,2,male,none,3,car,30,none,own,2,skilled,1,none,yes,1
A14,15,A34,education,1532,A62,A73,4,female,none,3,car,31,none,own,1,skilled,1,none,yes,1
A14,4,A34,television,1503,A61,A74,2,male,none,1,realState,42,none,own,2,unskilled,2,none,yes,1
A11,36,A32,television,2302,A61,A73,4,male,none,4,car,31,none,rent,1,skilled,1,none,yes,2
A11,6,A32,newCar,662,A61,A72,3,male,none,4,realState,41,none,own,1,unskilled,2,yes,yes,1
A12,36,A32,education,2273,A61,A74,3,male,none,1,car,32,none,own,2,skilled,2,none,yes,1
A12,15,A32,newCar,2631,A62,A73,2,female,none,4,car,28,none,rent,2,skilled,1,yes,yes,2
A14,12,A33,oldCar,1503,A61,A73,4,male,none,4,realState,41,none,rent,1,skilled,1,none,yes,1
A14,24,A32,television,1311,A62,A74,4,male,none,3,lifeInsurance,26,none,own,1,skilled,1,yes,yes,1
A14,24,A32,television,3105,A65,A72,4,male,none,2,car,25,none,own,2,skilled,1,none,yes,1
A13,21,A34,education,2319,A61,A72,2,male,none,1,car,33,none,rent,1,skilled,1,none,yes,2
A11,6,A32,newCar,1374,A65,A71,4,female,none,3,lifeInsurance,75,none,own,1,management,1,yes,yes,1
A12,18,A34,furniture,3612,A61,A75,3,female,none,4,lifeInsurance,37,none,own,1,skilled,1,yes,yes,1
A11,48,A32,newCar,7763,A61,A75,4,male,none,4,unknown,42,bank,free,1,management,1,none,yes,2
A13,18,A32,furniture,3049,A61,A72,1,female,none,1,lifeInsurance,45,stores,own,1,unskilled,1,none,yes,1
A12,12,A32,television,1534,A61,A72,1,male,none,1,realState,23,none,rent,1,skilled,1,none,yes,2
A14,24,A33,newCar,2032,A61,A75,4,male,none,4,unknown,60,none,free,2,skilled,1,yes,yes,1
A11,30,A32,furniture,6350,A65,A75,4,male,none,4,lifeInsurance,31,none,own,1,skilled,1,none,yes,2
A13,18,A32,furniture,2864,A61,A73,2,male,none,1,realState,34,none,own,1,unskilled,2,none,yes,2
A14,12,A34,newCar,1255,A61,A75,4,male,none,4,realState,61,none,own,2,unskilled,1,none,yes,1
A11,24,A33,newCar,1333,A61,A71,4,male,none,2,realState,43,none,free,2,skilled,2,none,yes,2
A14,24,A34,newCar,2022,A61,A73,4,female,none,4,car,37,none,own,1,skilled,1,yes,yes,1
A14,24,A32,television,1552,A61,A74,3,male,none,1,car,32,bank,own,1,skilled,2,none,yes,1
A11,12,A31,television,626,A61,A73,4,female,none,4,realState,24,bank,own,1,unskilled,1,none,yes,2
A14,48,A34,oldCar,8858,A65,A74,2,male,none,1,unknown,35,none,free,2,skilled,1,yes,yes,1
A14,12,A34,repairs,996,A65,A74,4,female,none,4,realState,23,none,own,2,skilled,1,none,yes,1
A14,6,A31,television,1750,A63,A75,2,male,none,4,lifeInsurance,45,bank,own,1,unskilled,2,none,yes,1
A11,48,A32,television,6999,A61,A74,1,male,guarantor,1,realState,34,none,own,2,skilled,1,yes,yes,2
A12,12,A34,newCar,1995,A62,A72,4,male,none,1,car,27,none,own,1,skilled,1,none,yes,1
A12,9,A32,education,1199,A61,A74,4,female,none,4,lifeInsurance,67,none,own,2,management,1,yes,yes,1
A12,12,A32,television,1331,A61,A72,2,male,none,1,car,22,stores,own,1,skilled,1,none,yes,2
A12,18,A30,newCar,2278,A62,A72,3,female,none,3,car,28,none,own,2,skilled,1,none,yes,2
A14,21,A30,newCar,5003,A65,A73,1,female,none,4,lifeInsurance,29,bank,own,2,skilled,1,yes,yes,2
A11,24,A31,furniture,3552,A61,A74,3,male,none,4,car,27,bank,own,1,skilled,1,none,yes,2
A12,18,A34,furniture,1928,A61,A72,2,male,none,2,realState,31,none,own,2,unskilled,1,none,yes,2
A11,24,A32,oldCar,2964,A65,A75,4,male,none,4,unknown,49,bank,free,1,skilled,2,yes,yes,1
A11,24,A31,television,1546,A61,A74,4,male,guarantor,4,car,24,bank,rent,1,unskilled,1,none,yes,2
A13,6,A33,television,683,A61,A72,2,female,none,1,lifeInsurance,29,bank,own,1,skilled,1,none,yes,1
A12,36,A32,newCar,12389,A65,A73,1,male,none,4,unknown,37,none,free,1,skilled,1,yes,yes,2
A12,24,A33,A49,4712,A65,A73,4,male,none,2,lifeInsurance,37,bank,own,2,management,1,yes,yes,1
A12,24,A33,television,1553,A62,A74,3,female,none,2,lifeInsurance,23,none,rent,2,skilled,1,yes,yes,1
A11,12,A32,newCar,1372,A61,A74,2,male,none,3,car,36,none,own,1,skilled,1,none,yes,2
A14,24,A34,television,2578,A64,A75,2,male,none,2,car,34,none,own,1,skilled,1,none,yes,1
A12,48,A32,television,3979,A65,A74,4,male,none,1,car,41,none,own,2,skilled,2,yes,yes,1
A11,48,A32,television,6758,A61,A73,3,female,none,2,car,31,none,own,1,skilled,1,yes,yes,2
A11,24,A32,furniture,3234,A61,A72,4,female,none,4,realState,23,none,rent,1,unskilled,1,yes,yes,2
A14,30,A34,television,5954,A61,A74,3,male,coApplicant,2,car,38,none,own,1,skilled,1,none,yes,1
A14,24,A32,oldCar,5433,A65,A71,2,female,none,4,lifeInsurance,26,none,rent,1,management,1,yes,yes,1
A11,15,A32,A49,806,A61,A73,4,female,none,4,lifeInsurance,22,none,own,1,unskilled,1,none,yes,1
A12,9,A32,television,1082,A61,A75,4,male,none,4,car,27,none,own,2,unskilled,1,none,yes,1
A14,15,A34,furniture,2788,A61,A74,2,female,coApplicant,3,car,24,bank,own,2,skilled,1,none,yes,1
A12,12,A32,television,2930,A61,A74,2,female,none,1,realState,27,none,own,1,skilled,1,none,yes,1
A14,24,A34,education,1927,A65,A73,3,female,none,2,car,33,none,own,2,skilled,1,yes,yes,1
A12,36,A34,newCar,2820,A61,A72,4,male,none,4,car,27,none,own,2,skilled,1,none,yes,2
A14,24,A32,retraining,937,A61,A72,4,male,none,3,car,27,none,own,2,unskilled,1,none,yes,1
A12,18,A34,newCar,1056,A61,A75,3,male,guarantor,3,realState,30,bank,own,2,skilled,1,none,yes,2
A12,12,A34,newCar,3124,A61,A72,1,male,none,3,realState,49,bank,own,2,unskilled,2,none,yes,1
A14,9,A32,furniture,1388,A61,A73,4,female,none,2,realState,26,none,rent,1,skilled,1,none,yes,1
A12,36,A32,repairs,2384,A61,A72,4,male,none,1,unknown,33,none,rent,1,unskilled,1,none,yes,2
A14,12,A32,newCar,2133,A65,A75,4,female,none,4,unknown,52,none,free,1,management,1,yes,yes,1
A11,18,A32,furniture,2039,A61,A73,1,female,none,4,realState,20,bank,rent,1,skilled,1,none,yes,2
A11,9,A34,newCar,2799,A61,A73,2,male,none,2,realState,36,none,rent,2,skilled,2,none,yes,1
A11,12,A32,furniture,1289,A61,A73,4,male,guarantor,1,lifeInsurance,21,none,own,1,unskilled,1,none,yes,1
A11,18,A32,domestic,1217,A61,A73,4,male,none,3,realState,47,none,own,1,unskilled,1,yes,yes,2
A11,12,A34,furniture,2246,A61,A75,3,male,none,3,lifeInsurance,60,none,own,2,skilled,1,none,yes,2
A11,12,A34,television,385,A61,A74,4,female,none,3,realState,58,none,own,4,unskilled,1,yes,yes,1
A12,24,A33,newCar,1965,A65,A73,4,female,none,4,car,42,none,rent,2,skilled,1,yes,yes,1
A14,21,A32,A49,1572,A64,A75,4,female,none,4,realState,36,bank,own,1,unskilled,1,none,yes,1
A12,24,A32,newCar,2718,A61,A73,3,female,none,4,lifeInsurance,20,none,rent,1,unskilled,1,yes,yes,2
A11,24,A31,other,1358,A65,A75,4,male,none,3,car,40,stores,own,1,management,1,yes,yes,2
A12,6,A31,newCar,931,A62,A72,1,female,none,1,lifeInsurance,32,stores,own,1,unskilled,1,none,yes,2
A11,24,A32,newCar,1442,A61,A74,4,female,none,4,car,23,none,rent,2,skilled,1,none,yes,2
A12,24,A30,A49,4241,A61,A73,1,male,none,4,realState,36,none,own,3,unskilled,1,yes,yes,2
A14,18,A34,newCar,2775,A61,A74,2,male,none,2,lifeInsurance,31,bank,own,2,skilled,1,none,yes,2
A14,24,A33,A49,3863,A61,A73,1,male,none,2,unknown,32,none,free,1,skilled,1,none,yes,1
A12,7,A32,television,2329,A61,A72,1,female,guarantor,1,realState,45,none,own,1,skilled,1,none,yes,1
A12,9,A32,furniture,918,A61,A73,4,female,none,1,lifeInsurance,30,none,own,1,skilled,1,none,yes,2
A12,24,A31,education,1837,A61,A74,4,female,none,4,unknown,34,bank,free,1,unskilled,1,none,yes,2
A14,36,A32,furniture,3349,A61,A73,4,female,none,2,car,28,none,own,1,management,1,yes,yes,2
A13,10,A32,furniture,1275,A61,A72,4,female,none,2,lifeInsurance,23,none,own,1,skilled,1,none,yes,1
A11,24,A31,furniture,2828,A63,A73,4,male,none,4,realState,22,stores,own,1,skilled,1,yes,yes,1
A14,24,A34,A49,4526,A61,A73,3,male,none,2,realState,74,none,own,1,management,1,yes,yes,1
A12,36,A32,television,2671,A62,A73,4,female,coApplicant,4,unknown,50,none,free,1,skilled,1,none,yes,2
A14,18,A32,television,2051,A61,A72,4,male,none,1,realState,33,none,own,1,skilled,1,none,yes,1
A14,15,A32,oldCar,1300,A65,A75,4,male,none,4,unknown,45,bank,free,1,skilled,2,none,yes,1
A11,12,A32,domestic,741,A62,A71,4,female,none,3,lifeInsurance,22,none,own,1,skilled,1,none,yes,2
A13,10,A32,newCar,1240,A62,A75,1,female,none,4,unknown,48,none,free,1,unskilled,2,none,yes,2
A11,21,A32,television,3357,A64,A72,4,female,none,2,car,29,bank,own,1,skilled,1,none,yes,1
A11,24,A31,oldCar,3632,A61,A73,1,female,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,1
A14,18,A33,furniture,1808,A61,A74,4,female,none,1,realState,22,none,own,1,skilled,1,none,yes,2
A12,48,A30,A49,12204,A65,A73,2,male,none,2,car,48,bank,own,1,management,1,yes,yes,1
A12,60,A33,television,9157,A65,A73,2,male,none,2,unknown,27,none,free,1,management,1,none,yes,1
A11,6,A34,newCar,3676,A61,A73,1,male,none,3,realState,37,none,rent,3,skilled,2,none,yes,1
A12,30,A32,furniture,3441,A62,A73,2,female,coApplicant,4,car,21,none,rent,1,skilled,1,none,yes,2
A14,12,A32,newCar,640,A61,A73,4,male,none,2,realState,49,none,own,1,unskilled,1,none,yes,1
A12,21,A34,A49,3652,A61,A74,2,male,none,3,lifeInsurance,27,none,own,2,skilled,1,none,yes,1
A14,18,A34,newCar,1530,A61,A73,3,male,none,2,lifeInsurance,32,bank,own,2,skilled,1,none,yes,2
A14,48,A32,A49,3914,A65,A73,4,male,none,2,realState,38,bank,own,1,skilled,1,none,yes,2
A11,12,A32,furniture,1858,A61,A72,4,female,none,1,car,22,none,rent,1,skilled,1,none,yes,1
A11,18,A32,television,2600,A61,A73,4,male,none,4,unknown,65,none,free,2,skilled,1,none,yes,2
A14,15,A32,television,1979,A65,A75,4,male,none,2,car,35,none,own,1,skilled,1,none,yes,1
A13,6,A32,furniture,2116,A61,A73,2,male,none,2,realState,41,none,own,1,skilled,1,yes,yes,1
A12,9,A31,newCar,1437,A62,A74,2,male,none,3,unknown,29,none,own,1,skilled,1,none,yes,2
A14,42,A34,furniture,4042,A63,A73,4,male,none,4,realState,36,none,own,2,skilled,1,yes,yes,1
A14,9,A32,education,3832,A65,A75,1,male,none,4,realState,64,none,own,1,unskilled,1,none,yes,1
A11,24,A32,television,3660,A61,A73,2,female,none,4,car,28,none,own,1,skilled,1,none,yes,1
A11,18,A31,furniture,1553,A61,A73,4,male,none,3,car,44,bank,own,1,skilled,1,none,yes,2
A12,15,A32,television,1444,A65,A72,4,male,none,1,lifeInsurance,23,none,own,1,skilled,1,none,yes,1
A14,9,A32,furniture,1980,A61,A72,2,female,coApplicant,2,car,19,none,rent,2,skilled,1,none,yes,2
A12,24,A32,newCar,1355,A61,A72,3,female,none,4,car,25,none,own,1,unskilled,1,yes,yes,2
A14,12,A32,education,1393,A61,A75,4,male,none,4,lifeInsurance,47,bank,own,3,skilled,2,yes,yes,1
A14,24,A32,television,1376,A63,A74,4,female,none,1,car,28,none,own,1,skilled,1,none,yes,1
A14,60,A33,television,15653,A61,A74,2,male,none,4,car,21,none,own,2,skilled,1,yes,yes,1
A14,12,A32,television,1493,A61,A72,4,female,none,3,car,34,none,own,1,skilled,2,none,yes,1
A11,42,A33,television,4370,A61,A74,3,male,none,2,lifeInsurance,26,bank,own,2,skilled,2,yes,yes,2
A11,18,A32,education,750,A61,A71,4,female,none,1,realState,27,none,own,1,unemployed,1,none,yes,2
A12,15,A32,repairs,1308,A61,A75,4,male,none,4,car,38,none,own,2,unskilled,1,none,yes,1
A14,15,A32,education,4623,A62,A73,3,male,none,2,lifeInsurance,40,none,own,1,management,1,yes,yes,2
A14,24,A34,television,1851,A61,A74,4,male,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,1
A11,18,A34,television,1880,A61,A74,4,male,none,1,lifeInsurance,32,none,own,2,management,1,yes,yes,1
A14,36,A33,A49,7980,A65,A72,4,male,none,4,car,27,none,rent,2,skilled,1,yes,yes,2
A11,30,A30,furniture,4583,A61,A73,2,male,guarantor,2,realState,32,none,own,2,skilled,1,none,yes,1
A14,12,A32,newCar,1386,A63,A73,2,female,none,2,lifeInsurance,26,none,own,1,skilled,1,none,yes,2
A13,24,A32,newCar,947,A61,A74,4,male,none,3,unknown,38,bank,free,1,skilled,2,none,yes,2
A11,12,A32,education,684,A61,A73,4,male,none,4,car,40,none,rent,1,unskilled,2,none,yes,2
A11,48,A32,education,7476,A61,A74,4,male,none,1,unknown,50,none,free,1,management,1,yes,yes,1
A12,12,A32,furniture,1922,A61,A73,4,male,none,2,lifeInsurance,37,none,own,1,unskilled,1,none,yes,2
A11,24,A32,newCar,2303,A61,A75,4,male,coApplicant,1,realState,45,none,own,1,skilled,1,none,yes,2
A12,36,A33,newCar,8086,A62,A75,2,male,none,4,car,42,none,own,4,management,1,yes,yes,2
A14,24,A34,oldCar,2346,A61,A74,4,male,none,3,car,35,none,own,2,skilled,1,yes,yes,1
A11,14,A32,newCar,3973,A61,A71,1,male,none,4,unknown,22,none,free,1,skilled,1,none,yes,1
A12,12,A32,newCar,888,A61,A75,4,male,none,4,car,41,bank,own,1,unskilled,2,none,yes,2
A14,48,A32,television,10222,A65,A74,4,male,none,3,car,37,stores,own,1,skilled,1,yes,yes,1
A12,30,A30,A49,4221,A61,A73,2,female,none,1,car,28,none,own,2,skilled,1,none,yes,1
A12,18,A34,furniture,6361,A61,A75,2,male,none,1,unknown,41,none,own,1,skilled,1,yes,yes,1
A13,12,A32,television,1297,A61,A73,3,male,none,4,realState,23,none,rent,1,skilled,1,none,yes,1
A11,12,A32,newCar,900,A65,A73,4,male,none,2,car,23,none,own,1,skilled,1,none,yes,2
A14,21,A32,furniture,2241,A61,A75,4,male,none,2,realState,50,none,own,2,skilled,1,none,yes,1
A12,6,A33,furniture,1050,A61,A71,4,male,none,1,lifeInsurance,35,stores,own,2,management,1,yes,yes,1
A13,6,A34,education,1047,A61,A73,2,female,none,4,lifeInsurance,50,none,own,1,unskilled,1,none,yes,1
A14,24,A34,other,6314,A61,A71,4,male,coApplicant,2,unknown,27,bank,own,2,management,1,yes,yes,1
A12,30,A31,furniture,3496,A64,A73,4,male,none,2,car,34,stores,own,1,skilled,2,yes,yes,1
A14,48,A31,A49,3609,A61,A73,1,female,none,1,realState,27,stores,own,1,skilled,1,none,yes,1
A11,12,A34,newCar,4843,A61,A75,3,male,coApplicant,4,lifeInsurance,43,none,rent,2,skilled,1,yes,yes,2
A13,30,A34,television,3017,A61,A75,4,male,none,4,lifeInsurance,47,none,own,1,skilled,1,none,yes,1
A14,24,A34,A49,4139,A62,A73,3,male,none,3,lifeInsurance,27,none,own,2,unskilled,1,yes,yes,1
A14,36,A32,A49,5742,A62,A74,2,male,none,2,car,31,none,own,2,skilled,1,yes,yes,1
A14,60,A32,newCar,10366,A61,A75,2,male,none,4,lifeInsurance,42,none,own,1,management,1,yes,yes,1
A14,6,A34,newCar,2080,A63,A73,1,male,none,2,car,24,none,own,1,skilled,1,none,yes,1
A14,21,A33,A49,2580,A63,A72,4,male,none,2,realState,41,bank,own,1,unskilled,2,none,yes,2
A14,30,A34,television,4530,A61,A74,4,female,none,4,car,26,none,rent,1,management,1,yes,yes,1
A14,24,A34,furniture,5150,A61,A75,4,male,none,4,car,33,none,own,1,skilled,1,yes,yes,1
A12,72,A32,television,5595,A62,A73,2,male,none,2,car,24,none,own,1,skilled,1,none,yes,2
A11,24,A32,television,2384,A61,A75,4,male,none,4,realState,64,bank,rent,1,unskilled,1,none,yes,1
A14,18,A32,television,1453,A61,A72,3,female,none,1,realState,26,none,own,1,skilled,1,none,yes,1
A14,6,A32,education,1538,A61,A72,1,female,none,2,unknown,56,none,own,1,skilled,1,none,yes,1
A14,12,A32,television,2279,A65,A73,4,male,none,4,unknown,37,none,free,1,skilled,1,yes,yes,1
A14,15,A33,television,1478,A61,A73,4,male,none,3,realState,33,bank,own,2,skilled,1,none,yes,1
A14,24,A34,television,5103,A61,A72,3,male,none,3,unknown,47,none,free,3,skilled,1,yes,yes,1
A12,36,A33,A49,9857,A62,A74,1,male,none,3,lifeInsurance,31,none,own,2,unskilled,2,yes,yes,1
A14,60,A32,newCar,6527,A65,A73,4,male,none,4,unknown,34,none,free,1,skilled,2,yes,yes,1
A13,10,A34,television,1347,A65,A74,4,male,none,2,lifeInsurance,27,none,own,2,skilled,1,yes,yes,1
A12,36,A33,newCar,2862,A62,A75,4,male,none,3,unknown,30,none,free,1,skilled,1,none,yes,1
A14,9,A32,television,2753,A62,A75,3,male,coApplicant,4,car,35,none,own,1,skilled,1,yes,yes,1
A11,12,A32,newCar,3651,A64,A73,1,male,none,3,lifeInsurance,31,none,own,1,skilled,2,none,yes,1
A11,15,A34,furniture,975,A61,A73,2,male,none,3,lifeInsurance,25,none,own,2,skilled,1,none,yes,1
A12,15,A32,repairs,2631,A62,A73,3,female,none,2,realState,25,none,own,1,unskilled,1,none,yes,1
A12,24,A32,television,2896,A62,A72,2,male,none,1,car,29,none,own,1,skilled,1,none,yes,1
A11,6,A34,newCar,4716,A65,A72,1,male,none,3,realState,44,none,own,2,unskilled,2,none,yes,1
A14,24,A32,television,2284,A61,A74,4,male,none,2,car,28,none,own,1,skilled,1,yes,yes,1
A14,6,A32,oldCar,1236,A63,A73,2,male,none,4,lifeInsurance,50,none,rent,1,skilled,1,none,yes,1
A12,12,A32,television,1103,A61,A74,4,male,guarantor,3,realState,29,none,own,2,skilled,1,none,no,1
A14,12,A34,newCar,926,A61,A71,1,female,none,2,lifeInsurance,38,none,own,1,unemployed,1,none,yes,1
A14,18,A34,television,1800,A61,A73,4,male,none,2,car,24,none,own,2,skilled,1,none,yes,1
A13,15,A32,education,1905,A61,A75,4,male,none,4,car,40,none,rent,1,management,1,yes,yes,1
A14,12,A32,furniture,1123,A63,A73,4,female,none,4,car,29,none,rent,1,unskilled,1,none,yes,2
A11,48,A34,oldCar,6331,A61,A75,4,male,none,4,unknown,46,none,free,2,skilled,1,yes,yes,2
A13,24,A32,television,1377,A62,A75,4,female,none,2,unknown,47,none,free,1,skilled,1,yes,yes,1
A12,30,A33,A49,2503,A62,A75,4,male,none,2,lifeInsurance,41,stores,own,2,skilled,1,none,yes,1
A12,27,A32,A49,2528,A61,A72,4,female,none,1,lifeInsurance,32,none,own,1,skilled,2,yes,yes,1
A14,15,A32,newCar,5324,A63,A75,1,female,none,4,unknown,35,none,free,1,skilled,1,none,yes,1
A12,48,A32,newCar,6560,A62,A74,3,male,none,2,lifeInsurance,24,none,own,1,skilled,1,none,yes,2
A12,12,A30,furniture,2969,A61,A72,4,female,none,3,lifeInsurance,25,none,rent,2,skilled,1,none,yes,2
A12,9,A32,television,1206,A61,A75,4,female,none,4,realState,25,none,own,1,skilled,1,none,yes,1
A12,9,A32,television,2118,A61,A73,2,male,none,2,realState,37,none,own,1,unskilled,2,none,yes,1
A14,18,A34,television,629,A63,A75,4,male,none,3,lifeInsurance,32,bank,own,2,management,1,yes,yes,1
A11,6,A31,education,1198,A61,A75,4,female,none,4,unknown,35,none,free,1,skilled,1,none,yes,2
A14,21,A32,oldCar,2476,A65,A75,4,male,none,4,realState,46,none,own,1,management,1,yes,yes,1
A11,9,A34,television,1138,A61,A73,4,male,none,4,realState,25,none,own,2,unskilled,1,none,yes,1
A12,60,A32,newCar,14027,A61,A74,4,male,none,2,unknown,27,none,own,1,management,1,yes,yes,2
A14,30,A34,oldCar,7596,A65,A75,1,male,none,4,car,63,none,own,2,skilled,1,none,yes,1
A14,30,A34,television,3077,A65,A75,3,male,none,2,car,40,none,own,2,skilled,2,yes,yes,1
A14,18,A32,television,1505,A61,A73,4,male,none,2,unknown,32,none,free,1,management,1,yes,yes,1
A13,24,A34,television,3148,A65,A73,3,male,none,2,car,31,none,own,2,skilled,1,yes,yes,1
A12,20,A30,oldCar,6148,A62,A75,3,male,none,4,car,31,bank,own,2,skilled,1,yes,yes,1
A13,9,A30,television,1337,A61,A72,4,male,none,2,car,34,none,own,2,management,1,yes,yes,2
A12,6,A31,education,433,A64,A72,4,female,none,2,lifeInsurance,24,bank,rent,1,skilled,2,none,yes,2
A11,12,A32,newCar,1228,A61,A73,4,female,none,2,realState,24,none,own,1,unskilled,1,none,yes,2
A12,9,A32,television,790,A63,A73,4,female,none,3,realState,66,none,own,1,unskilled,1,none,yes,1
A14,27,A32,newCar,2570,A61,A73,3,female,none,3,realState,21,none,rent,1,skilled,1,none,yes,2
A14,6,A34,newCar,250,A64,A73,2,female,none,2,realState,41,bank,own,2,unskilled,1,none,yes,1
A14,15,A34,television,1316,A63,A73,2,male,none,2,lifeInsurance,47,none,own,2,unskilled,1,none,yes,1
A11,18,A32,television,1882,A61,A73,4,female,none,4,car,25,bank,rent,2,skilled,1,none,yes,2
A12,48,A31,A49,6416,A61,A75,4,female,none,3,unknown,59,none,rent,1,skilled,1,none,yes,2
A13,24,A34,A49,1275,A64,A73,2,male,none,4,realState,36,none,own,2,skilled,1,yes,yes,1
A12,24,A33,television,6403,A61,A72,1,male,none,2,car,33,none,own,1,skilled,1,none,yes,1
A11,24,A32,television,1987,A61,A73,2,male,none,4,realState,21,none,rent,1,unskilled,2,none,yes,2
A12,8,A32,television,760,A61,A74,4,female,guarantor,2,realState,44,none,own,1,unskilled,1,none,yes,1
A14,24,A32,oldCar,2603,A64,A73,2,female,none,4,car,28,none,rent,1,skilled,1,yes,yes,1
A14,4,A34,newCar,3380,A61,A74,1,female,none,1,realState,37,none,own,1,skilled,2,none,yes,1
A12,36,A31,domestic,3990,A65,A72,3,female,none,2,unknown,29,bank,own,1,unemployed,1,none,yes,1
A12,24,A32,oldCar,11560,A61,A73,1,female,none,4,car,23,none,rent,2,management,1,none,yes,2
A11,18,A32,newCar,4380,A62,A73,3,male,none,4,car,35,none,own,1,unskilled,2,yes,yes,1
A14,6,A34,newCar,6761,A61,A74,1,male,none,3,unknown,45,none,own,2,management,2,yes,yes,1
A12,30,A30,A49,4280,A62,A73,4,female,none,4,car,26,none,rent,2,unskilled,1,none,yes,2
A11,24,A31,newCar,2325,A62,A74,2,male,none,3,car,32,bank,own,1,skilled,1,none,yes,1
A12,10,A31,television,1048,A61,A73,4,male,none,4,realState,23,stores,own,1,unskilled,1,none,yes,1
A14,21,A32,television,3160,A65,A75,4,male,none,3,lifeInsurance,41,none,own,1,skilled,1,yes,yes,1
A11,24,A31,furniture,2483,A63,A73,4,male,none,4,realState,22,stores,own,1,skilled,1,yes,yes,1
A11,39,A34,furniture,14179,A65,A74,4,male,none,4,lifeInsurance,30,none,own,2,management,1,yes,yes,1
A11,13,A34,A49,1797,A61,A72,3,male,none,1,lifeInsurance,28,bank,own,2,unskilled,1,none,yes,1
A11,15,A32,newCar,2511,A61,A71,1,female,none,4,car,23,none,rent,1,skilled,1,none,yes,1
A11,12,A32,newCar,1274,A61,A72,3,female,none,1,realState,37,none,own,1,unskilled,1,none,yes,2
A14,21,A32,oldCar,5248,A65,A73,1,male,none,3,car,26,none,own,1,skilled,1,none,yes,1
A14,15,A32,oldCar,3029,A61,A74,2,male,none,2,car,33,none,own,1,skilled,1,none,yes,1
A11,6,A32,furniture,428,A61,A75,2,female,none,1,lifeInsurance,49,bank,own,1,skilled,1,yes,yes,1
A11,18,A32,newCar,976,A61,A72,1,female,none,2,car,23,none,own,1,unskilled,1,none,yes,2
A12,12,A32,A49,841,A62,A74,2,female,none,4,realState,23,none,rent,1,unskilled,1,none,yes,1
A14,30,A34,television,5771,A61,A74,4,female,none,2,car,25,none,own,2,skilled,1,none,yes,1
A14,12,A33,repairs,1555,A64,A75,4,male,none,4,unknown,55,none,free,2,skilled,2,none,yes,2
A11,24,A32,newCar,1285,A65,A74,4,female,none,4,unknown,32,none,rent,1,skilled,1,none,yes,2
A13,6,A34,newCar,1299,A61,A73,1,male,none,1,realState,74,none,own,3,unemployed,2,none,no,1
A13,15,A34,television,1271,A65,A73,3,male,none,4,unknown,39,none,free,2,skilled,1,yes,yes,2
A14,24,A32,newCar,1393,A61,A73,2,male,guarantor,2,realState,31,none,own,1,skilled,1,yes,yes,1
A11,12,A34,newCar,691,A61,A75,4,male,none,3,lifeInsurance,35,none,own,2,skilled,1,none,yes,2
A14,15,A34,newCar,5045,A65,A75,1,female,none,4,car,59,none,own,1,skilled,1,yes,yes,1
A11,18,A34,furniture,2124,A61,A73,4,female,none,4,realState,24,none,rent,2,skilled,1,none,yes,2
A11,12,A32,television,2214,A61,A73,4,male,none,3,lifeInsurance,24,none,own,1,unskilled,1,none,yes,1
A14,21,A34,newCar,12680,A65,A75,4,male,none,4,unknown,30,none,free,1,management,1,yes,yes,2
A14,24,A34,newCar,2463,A62,A74,4,male,none,3,lifeInsurance,27,none,own,2,skilled,1,yes,yes,1
A12,12,A32,television,1155,A61,A75,3,male,guarantor,3,realState,40,bank,own,2,unskilled,1,none,yes,1
A11,30,A32,furniture,3108,A61,A72,2,male,none,4,lifeInsurance,31,none,own,1,unskilled,1,none,yes,2
A14,10,A32,oldCar,2901,A65,A72,1,female,none,4,realState,31,none,rent,1,skilled,1,none,yes,1
